Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Aldingen;2020-12-07;1;95700;474;2020-12-07 09:00:00;2020-12-07 15:30:00;10;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Bad Mergentheim;2020-12-07;1;95700;475;2020-12-07 09:00:00;2020-12-07 15:30:00;6;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Biberach;2020-12-07;1;95700;476;2020-12-07 09:00:00;2020-12-07 15:30:00;15;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Crailsheim;2020-12-07;1;95700;477;2020-12-07 09:00:00;2020-12-07 15:30:00;21;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Ditzingen;2020-12-07;1;95700;478;2020-12-07 09:00:00;2020-12-07 15:30:00;5;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Freiburg;2020-12-08;1;95700;479;2020-12-08 09:00:00;2020-12-08 15:30:00;16;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Heidelberg;2020-12-08;1;95700;480;2020-12-08 09:00:00;2020-12-08 15:30:00;17;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Karlsruhe;2020-12-08;1;95700;481;2020-12-08 09:00:00;2020-12-08 15:30:00;8;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Mannheim;2020-12-08;1;95700;482;2020-12-08 09:00:00;2020-12-08 15:30:00;9;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Neckarsulm;2020-12-08;1;95700;483;2020-12-08 09:00:00;2020-12-08 15:30:00;11;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Offenburg;2020-12-09;1;95700;484;2020-12-09 09:00:00;2020-12-09 15:30:00;7;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Reutlingen;2020-12-09;1;95700;485;2020-12-09 09:00:00;2020-12-09 15:30:00;13;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Schwäbisch Gmünd;2020-12-09;1;95700;486;2020-12-09 09:00:00;2020-12-09 15:30:00;19;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Stuttgart;2020-12-09;1;95700;487;2020-12-09 09:00:00;2020-12-09 15:30:00;12;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Tübingen;2020-12-09;1;95700;488;2020-12-09 09:00:00;2020-12-09 15:30:00;14;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Überlingen;2020-12-09;1;95700;489;2020-12-09 09:00:00;2020-12-09 15:30:00;20;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Baden-Württemberg;;Ulm;2020-12-09;1;95700;490;2020-12-09 09:00:00;2020-12-09 15:30:00;18;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Ansbach;2020-12-07;1;95700;491;2020-12-07 09:00:00;2020-12-07 15:30:00;38;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Aschaffenburg;2020-12-07;1;95700;492;2020-12-07 09:00:00;2020-12-07 15:30:00;33;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Augsburg;2020-12-07;1;95700;493;2020-12-07 09:00:00;2020-12-07 15:30:00;35;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Bad Staffelstein;2020-12-07;1;95700;494;2020-12-07 09:00:00;2020-12-07 15:30:00;34;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Bayreuth;2020-12-07;1;95700;495;2020-12-07 09:00:00;2020-12-07 15:30:00;37;37000;33300;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Deggendorf;2020-12-08;1;95700;496;2020-12-08 09:00:00;2020-12-08 15:30:00;40;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Donauwörth;2020-12-08;1;95700;497;2020-12-08 09:00:00;2020-12-08 15:30:00;31;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Erharting;2020-12-08;1;95700;498;2020-12-08 09:00:00;2020-12-08 15:30:00;29;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Garmisch Patenkirchen;2020-12-08;1;95700;499;2020-12-08 09:00:00;2020-12-08 15:30:00;30;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Hof;2020-12-08;1;95700;500;2020-12-08 09:00:00;2020-12-08 15:30:00;32;37000;33300;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Ingolstadt;2020-12-09;1;95700;501;2020-12-09 09:00:00;2020-12-09 15:30:00;43;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Kempten;2020-12-09;1;95700;502;2020-12-09 09:00:00;2020-12-09 15:30:00;27;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Landshut;2020-12-09;1;95700;503;2020-12-09 09:00:00;2020-12-09 15:30:00;41;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Lohr am Main;2020-12-09;1;95700;504;2020-12-09 09:00:00;2020-12-09 15:30:00;26;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Memmingen;2020-12-09;1;95700;505;2020-12-09 09:00:00;2020-12-09 15:30:00;23;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;München;2020-12-09;1;95700;506;2020-12-09 09:00:00;2020-12-09 15:30:00;22;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Nürnberg;2020-12-09;1;95700;507;2020-12-09 09:00:00;2020-12-09 15:30:00;24;37000;33300;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Passau;2020-12-10;1;95700;508;2020-12-10 09:00:00;2020-12-10 15:30:00;42;37000;33300;2020-11-19 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Regensburg;2020-12-10;1;95700;509;2020-12-10 09:00:00;2020-12-10 15:30:00;25;37000;33300;2020-11-19 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Rosenheim;2020-12-10;1;95700;510;2020-12-10 09:00:00;2020-12-10 15:30:00;28;37000;33300;2020-11-19 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Schwandorf;2020-12-10;1;95700;511;2020-12-10 09:00:00;2020-12-10 15:30:00;39;37000;33300;2020-11-19 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Süd;Bayern;;Schweinfurt;2020-12-10;1;95700;512;2020-12-10 09:00:00;2020-12-10 15:30:00;36;37000;33300;2020-11-19 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Cottbus;2020-12-01;1;95700;465;2020-12-01 09:00:00;2020-12-01 15:30:00;48;29000;26100;2020-11-10 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Elsterwerda;2020-12-01;1;95700;466;2020-12-01 09:00:00;2020-12-01 15:30:00;54;29000;26100;2020-11-10 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Frankfurt/Oder;2020-12-01;1;95700;412;2020-12-01 09:00:00;2020-12-01 15:30:00;50;29000;26100;2020-11-10 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Joachimsthal;2020-12-01;1;95700;416;2020-12-01 09:00:00;2020-12-01 15:30:00;47;29000;26100;2020-11-10 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Lübben;2020-12-01;1;95700;467;2020-12-01 09:00:00;2020-12-01 15:30:00;52;29000;26100;2020-11-10 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Neuruppin;2020-12-03;1;95700;468;2020-12-03 09:00:00;2020-12-03 15:30:00;51;29000;26100;2020-11-12 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Perleberg;2020-12-03;1;95700;469;2020-12-03 09:00:00;2020-12-03 15:30:00;49;29000;26100;2020-11-12 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Potsdam;2020-12-03;1;95700;472;2020-12-03 09:00:00;2020-12-03 15:30:00;46;29000;26100;2020-11-12 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Prenzlau;2020-12-03;1;95700;470;2020-12-03 09:00:00;2020-12-03 15:30:00;45;29000;26100;2020-11-12 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Brandenburg;;Templin;2020-12-03;1;95700;471;2020-12-03 09:00:00;2020-12-03 15:30:00;53;29000;26100;2020-11-12 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Berlin;;Berlin;2020-12-02;1;95700;473;2020-12-02 09:00:00;2020-12-02 15:30:00;44;29000;26100;2020-11-11 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Bremen;;Bremen;2020-12-22;1;95700;513;2020-12-22 09:00:00;2020-12-22 15:30:00;55;34000;30600;2020-12-01 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Alsfeld;2020-12-02;1;95700;525;2020-12-02 09:00:00;2020-12-02 15:30:00;63;34000;30600;2020-11-11 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Darmstadt;2020-12-02;1;95700;514;2020-12-02 09:00:00;2020-12-02 15:30:00;65;34000;30600;2020-11-11 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Frankfurt;2020-12-02;1;95700;515;2020-12-02 09:00:00;2020-12-02 15:30:00;58;34000;30600;2020-11-11 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Fulda;2020-12-08;1;95700;516;2020-12-08 09:00:00;2020-12-08 15:30:00;57;34000;30600;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Gießen;2020-12-08;1;95700;517;2020-12-08 09:00:00;2020-12-08 15:30:00;64;34000;30600;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Kassel;2020-12-08;1;95700;518;2020-12-08 09:00:00;2020-12-08 15:30:00;61;34000;30600;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Korbach;2020-12-17;1;95700;519;2020-12-17 09:00:00;2020-12-17 15:30:00;60;34000;30600;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Limburg;2020-12-17;1;95700;520;2020-12-17 09:00:00;2020-12-17 15:30:00;67;34000;30600;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Marburg;2020-12-17;1;95700;521;2020-12-17 09:00:00;2020-12-17 15:30:00;59;34000;30600;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Rüsselsheim;2020-12-21;1;95700;522;2020-12-21 09:00:00;2020-12-21 15:30:00;62;34000;30600;2020-11-30 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Wetzlar;2020-12-21;1;95700;523;2020-12-21 09:00:00;2020-12-21 15:30:00;66;34000;30600;2020-11-30 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hessen;;Wiesbaden;2020-12-21;1;95700;524;2020-12-21 09:00:00;2020-12-21 15:30:00;68;34000;30600;2020-11-30 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Hamburg;;Hamburg;2020-12-18;1;95700;526;2020-12-18 09:00:00;2020-12-18 15:30:00;56;34000;30600;2020-11-27 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Boizenburg;2020-12-15;1;95700;527;2020-12-15 09:00:00;2020-12-15 15:30:00;76;29000;26100;2020-11-24 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Greifswald;2020-12-15;1;95700;528;2020-12-15 09:00:00;2020-12-15 15:30:00;69;29000;26100;2020-11-24 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Rostock;2020-12-15;1;95700;529;2020-12-15 09:00:00;2020-12-15 15:30:00;72;29000;26100;2020-11-24 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Schwerin;2020-12-15;1;95700;530;2020-12-15 09:00:00;2020-12-15 15:30:00;71;29000;26100;2020-11-24 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Sellin;2020-12-17;1;95700;531;2020-12-17 09:00:00;2020-12-17 15:30:00;75;29000;26100;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Stralsund;2020-12-17;1;95700;532;2020-12-17 09:00:00;2020-12-17 15:30:00;74;29000;26100;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Usedom;2020-12-17;1;95700;533;2020-12-17 09:00:00;2020-12-17 15:30:00;73;29000;26100;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;Ost;Mecklenburg-Vorpommern;;Waren;2020-12-17;1;95700;534;2020-12-17 09:00:00;2020-12-17 15:30:00;162;29000;26100;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Aurich;2020-12-07;1;95700;550;2020-12-07 09:00:00;2020-12-07 15:30:00;89;34000;30600;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Bad Nenndorf;2020-12-08;1;95700;535;2020-12-08 09:00:00;2020-12-08 15:30:00;78;34000;30600;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Bramsche;2020-12-09;1;95700;536;2020-12-09 09:00:00;2020-12-09 15:30:00;85;34000;30600;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Braunschweig;2020-12-10;1;95700;537;2020-12-10 09:00:00;2020-12-10 15:30:00;80;34000;30600;2020-11-19 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Celle;2020-10-11;1;95700;538;2020-10-11 09:00:00;2020-10-11 15:30:00;82;34000;30600;2020-09-20 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Cuxhaven;2020-12-14;1;95700;539;2020-12-14 09:00:00;2020-12-14 15:30:00;84;34000;30600;2020-11-23 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Emden;2020-12-15;1;95700;540;2020-12-15 09:00:00;2020-12-15 15:30:00;88;34000;30600;2020-11-24 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Goslar;2020-12-16;1;95700;541;2020-12-16 09:00:00;2020-12-16 15:30:00;90;34000;30600;2020-11-25 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Göttingen;2020-12-17;1;95700;542;2020-12-17 09:00:00;2020-12-17 15:30:00;86;34000;30600;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Hannover;2020-12-18;1;95700;543;2020-12-18 09:00:00;2020-12-18 15:30:00;94;34000;30600;2020-11-27 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Hildesheim;2020-12-01;1;95700;551;2020-12-01 09:00:00;2020-12-01 15:30:00;93;34000;30600;2020-11-10 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Lüchow;2020-12-02;1;95700;544;2020-12-02 09:00:00;2020-12-02 15:30:00;91;34000;30600;2020-11-11 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Lüneburg;2020-12-03;1;95700;545;2020-12-03 09:00:00;2020-12-03 15:30:00;81;34000;30600;2020-11-12 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Meppen;2020-12-04;1;95700;552;2020-12-04 09:00:00;2020-12-04 15:30:00;77;34000;30600;2020-11-13 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Oldenburg;2020-12-01;1;95700;546;2020-12-01 09:00:00;2020-12-01 15:30:00;87;34000;30600;2020-11-10 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Osnabrück;2020-12-02;1;95700;547;2020-12-02 09:00:00;2020-12-02 15:30:00;83;34000;30600;2020-11-11 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Soltau;2020-12-03;1;95700;548;2020-12-03 09:00:00;2020-12-03 15:30:00;92;34000;30600;2020-11-12 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Niedersachsen;;Wolfsburg;2020-12-04;1;95700;549;2020-12-04 09:00:00;2020-12-04 15:30:00;79;34000;30600;2020-11-13 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Aachen;2020-12-07;1;95700;553;2020-12-07 09:00:00;2020-12-07 15:30:00;113;34000;30600;2020-11-16 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Bad Honnef;2020-12-08;1;95700;554;2020-12-08 09:00:00;2020-12-08 15:30:00;99;34000;30600;2020-11-17 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Bielefeld;2020-12-09;1;95700;555;2020-12-09 09:00:00;2020-12-09 15:30:00;103;34000;30600;2020-11-18 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Bochum;2020-12-10;1;95700;556;2020-12-10 09:00:00;2020-12-10 15:30:00;112;34000;30600;2020-11-19 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Bonn;2020-10-11;1;95700;557;2020-10-11 09:00:00;2020-10-11 15:30:00;95;34000;30600;2020-09-20 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Essen;2020-12-14;1;95700;558;2020-12-14 09:00:00;2020-12-14 15:30:00;115;34000;30600;2020-11-23 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Gelsenkirchen;2020-12-15;1;95700;559;2020-12-15 09:00:00;2020-12-15 15:30:00;111;34000;30600;2020-11-24 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Gronau;2020-12-16;1;95700;560;2020-12-16 09:00:00;2020-12-16 15:30:00;114;34000;30600;2020-11-25 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Hamm;2020-12-17;1;95700;561;2020-12-17 09:00:00;2020-12-17 15:30:00;100;34000;30600;2020-11-26 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Höxter;2020-12-18;1;95700;562;2020-12-18 09:00:00;2020-12-18 15:30:00;108;34000;30600;2020-11-27 00:00:00
Professionell und serviceorientiert Telefonieren – ein Leitfaden für Verwaltungen;West;Nordrhein-Westfalen;;Köln;2020-12-01;1;95700;563;2020-12-01 09:00:00;2020-12-01 15:30:00;104;34000;30600;2020-11-10 00:00:00
